(17, 35, 36),(8,),2
(17, 35, 36),(44,),2
(17, 35, 36),(20,),2
(17, 35, 44),(36,),2
(17, 35, 44),(20,),2
(17, 36, 44),(35,),2
(20, 35, 36),(17,),2
(20, 35, 36),(44,),2
(20, 35, 44),(17,),2
(20, 35, 44),(36,),2
(20, 36, 44),(35,),2
(35, 36, 44),(17,),2
(35, 36, 44),(20,),2
(14, 19, 25),(34,),2
(14, 19, 34),(25,),2
(14, 25, 34),(19,),2
(14, 25, 34),(44,),2
(14, 25, 44),(34,),2
(14, 34, 44),(25,),2
(19, 25, 34),(14,),2
(25, 34, 44),(14,),2
(4, 7, 33),(40,),2
(4, 7, 40),(33,),2
(4, 33, 40),(7,),2
(7, 33, 40),(4,),2
(32, 33, 40),(41,),2
(32, 33, 41),(40,),2
(32, 40, 41),(33,),2
(33, 40, 41),(32,),2
(2, 3, 11),(26,),2
(2, 3, 26),(11,),2
(2, 11, 26),(3,),2
(3, 11, 26),(2,),2
(3, 11, 37),(43,),2
(3, 11, 43),(37,),2
(3, 37, 43),(11,),2
(11, 37, 43),(3,),2
(16, 17, 22),(37,),2
(16, 17, 37),(22,),2
(16, 22, 37),(17,),2
(17, 22, 37),(16,),2
(6, 7, 21),(43,),2
(6, 7, 43),(21,),2
(6, 21, 43),(7,),2
(7, 21, 43),(6,),2
(13, 15, 21),(43,),2
(13, 15, 43),(21,),2
(13, 21, 43),(15,),2
(15, 21, 43),(13,),2
(13, 23, 35),(43,),2
(13, 23, 43),(35,),2
(13, 35, 43),(23,),2
(23, 35, 38),(43,),2
(23, 35, 43),(13,),2
(23, 35, 43),(38,),2
(23, 38, 43),(35,),2
(35, 38, 43),(23,),2
(17, 18, 19),(23,),2
(17, 18, 23),(19,),2
(17, 19, 23),(18,),2
(18, 19, 23),(17,),2
(31, 35, 38),(44,),2
(31, 35, 44),(38,),2
(31, 38, 44),(35,),2
(35, 38, 44),(31,),2
(11, 21, 30),(45,),2
(11, 21, 45),(30,),2
(11, 30, 45),(21,),2
(21, 30, 45),(11,),2
(1, 10, 20),(35,),2
(1, 10, 35),(20,),2
(1, 20, 35),(10,),2
(10, 20, 35),(1,),2
(20, 27, 33),(35,),2
(20, 27, 35),(33,),2
(20, 33, 35),(27,),2
(27, 33, 35),(20,),2
(8, 13, 23),(31,),2
(8, 13, 31),(23,),2
(8, 23, 31),(13,),2
(13, 23, 31),(8,),2
(14, 26, 31),(45,),2
(14, 26, 45),(31,),2
(14, 31, 45),(26,),2
(17, 26, 36),(45,),2
(17, 26, 45),(36,),2
(17, 36, 45),(26,),2
(26, 31, 45),(14,),2
(26, 36, 45),(17,),2
(6, 10, 37),(38,),2
(6, 10, 38),(37,),2
(6, 37, 38),(10,),2
(10, 26, 37),(38,),2
(10, 26, 38),(37,),2
(10, 37, 38),(26,),2
(10, 37, 38),(6,),2
(26, 37, 38),(10,),2
(4, 7, 19),(40,),2
(4, 7, 40),(19,),2
(4, 19, 40),(7,),2
(7, 16, 33),(40,),2
(7, 16, 40),(33,),2
(7, 19, 40),(4,),2
(7, 33, 40),(16,),2
(16, 33, 40),(7,),2
(2, 15, 22),(44,),2
(2, 15, 44),(22,),2
(2, 22, 44),(15,),2
(15, 22, 44),(2,),2
(11, 16, 26),(44,),2
(11, 16, 44),(26,),2
(11, 26, 44),(16,),2
(16, 26, 44),(11,),2
(2, 4, 15),(20,),2
(2, 4, 20),(15,),2
(2, 15, 20),(4,),2
(2, 15, 20),(29,),2
(2, 15, 29),(20,),2
(2, 20, 29),(15,),2
(4, 15, 20),(2,),2
(15, 20, 29),(2,),2
(17, 31, 37),(40,),2
(17, 31, 40),(37,),2
(17, 37, 40),(31,),2
(31, 37, 40),(17,),2
(7, 10, 29),(44,),2
(7, 10, 44),(29,),2
(7, 29, 44),(10,),2
(10, 29, 44),(7,),2
(6, 29, 39),(41,),2
(6, 29, 41),(39,),2
(6, 39, 41),(29,),2
(29, 39, 41),(6,),2
(8, 36, 39),(42,),2
(8, 36, 42),(39,),2
(8, 39, 42),(36,),2
(36, 39, 42),(8,),2
(14, 15, 19),(43,),2
(14, 15, 43),(19,),2
(14, 19, 43),(15,),2
(15, 19, 43),(14,),2
(3, 8, 15),(27,),2
(3, 8, 27),(29,),2
(3, 8, 27),(15,),2
(3, 8, 29),(27,),2
(3, 15, 27),(8,),2
(3, 27, 29),(8,),2
(8, 15, 27),(3,),2
(8, 27, 29),(3,),2
(14, 15, 18),(26,),2
(14, 15, 18),(21,),2
(14, 15, 21),(18,),2
(14, 15, 21),(26,),2
(14, 15, 26),(18,),2
(14, 15, 26),(21,),2
(14, 18, 21),(26,),2
(14, 18, 21),(36,),2
(14, 18, 21),(15,),2
(14, 18, 26),(36,),2
(14, 18, 26),(21,),2
(14, 18, 26),(15,),2
(14, 18, 36),(26,),2
(14, 18, 36),(21,),2
(14, 21, 26),(18,),2
(14, 21, 26),(15,),2
(14, 21, 36),(18,),2
(14, 26, 36),(18,),2
(15, 18, 21),(26,),2
(15, 18, 21),(14,),2
(15, 18, 26),(21,),2
(15, 18, 26),(14,),2
(15, 21, 26),(18,),2
(15, 21, 26),(14,),2
(18, 21, 26),(14,),2
(18, 21, 26),(15,),2
(18, 21, 36),(14,),2
(18, 26, 36),(14,),2
(4, 25, 33),(36,),2
(4, 25, 36),(33,),2
(4, 33, 36),(25,),2
(25, 33, 36),(4,),2
(3, 10, 36),(38,),2
(3, 10, 38),(36,),2
(3, 36, 38),(10,),2
(10, 36, 38),(3,),2
(2, 4, 11),(17,),2
(2, 4, 17),(27,),2
(2, 4, 17),(11,),2
(2, 4, 27),(17,),2
(2, 11, 17),(27,),2
(2, 11, 17),(4,),2
(2, 11, 27),(17,),2
(2, 17, 27),(11,),2
(2, 17, 27),(4,),2
(4, 11, 17),(2,),2
(4, 17, 27),(2,),2
(11, 17, 27),(2,),2
(3, 18, 32),(40,),2
(3, 18, 40),(32,),2
(3, 32, 40),(18,),2
(18, 32, 40),(3,),2
(1, 3, 15),(25,),2
(1, 3, 25),(15,),2
(1, 15, 25),(3,),2
(3, 15, 25),(1,),2
(18, 29, 32),(43,),2
(18, 29, 43),(32,),2
(18, 32, 43),(29,),2
(29, 32, 43),(18,),2
(10, 13, 25),(29,),2
(10, 13, 29),(25,),2
(10, 25, 29),(13,),2
(13, 25, 29),(33,),2
(13, 25, 29),(10,),2
(13, 25, 33),(29,),2
(13, 29, 33),(25,),2
(25, 29, 33),(13,),2
(3, 24, 30),(32,),2
(3, 24, 32),(30,),2
(3, 30, 32),(24,),2
(24, 30, 32),(3,),2
(7, 11, 13),(33,),2
(7, 11, 33),(13,),2
(7, 13, 33),(11,),2
(11, 13, 33),(7,),2
(15, 17, 19),(34,),2
(15, 17, 34),(19,),2
(15, 19, 34),(17,),2
(17, 19, 34),(15,),2
(8, 13, 23),(36,),2
(8, 13, 36),(23,),2
(8, 23, 36),(13,),2
(13, 23, 36),(8,),2
(1, 20, 24),(30,),2
(1, 20, 30),(24,),2
(1, 24, 30),(20,),2
(20, 24, 30),(1,),2
(4, 26, 28),(40,),2
(4, 26, 40),(28,),2
(4, 28, 33),(40,),2
(4, 28, 40),(33,),2
(4, 28, 40),(26,),2
(4, 33, 40),(28,),2
(26, 28, 40),(4,),2
(28, 33, 40),(4,),2
(29, 35, 38),(44,),2
(29, 35, 44),(38,),2
(29, 38, 44),(35,),2
(35, 38, 44),(29,),2
(22, 24, 36),(38,),2
(22, 24, 38),(36,),2
(22, 36, 38),(24,),2
(24, 36, 38),(22,),2
(8, 17, 27),(43,),2
(8, 17, 27),(31,),2
(8, 17, 31),(27,),2
(8, 17, 43),(27,),2
(8, 27, 31),(17,),2
(8, 27, 43),(17,),2
(17, 27, 31),(8,),2
(17, 27, 43),(8,),2
(27, 31, 34),(43,),2
(27, 31, 43),(34,),2
(27, 34, 43),(31,),2
(31, 34, 43),(27,),2
(6, 7, 15),(20,),2
(6, 7, 20),(15,),2
(6, 15, 20),(7,),2
(7, 15, 20),(6,),2
(1, 3, 29),(37,),2
(1, 3, 37),(29,),2
(1, 29, 37),(3,),2
(3, 29, 37),(1,),2
(1, 7, 23),(42,),2
(1, 7, 42),(23,),2
(1, 23, 42),(7,),2
(7, 23, 42),(1,),2
(1, 3, 32),(45,),2
(1, 3, 45),(32,),2
(1, 32, 45),(3,),2
(3, 32, 45),(1,),2
(5, 14, 27),(30,),2
(5, 14, 30),(27,),2
(5, 27, 30),(14,),2
(14, 27, 30),(5,),2
(15, 27, 30),(45,),2
(15, 27, 45),(30,),2
(15, 30, 45),(27,),2
(27, 30, 45),(15,),2
(4, 12, 24),(33,),2
(4, 12, 33),(24,),2
(4, 24, 33),(12,),2
(12, 24, 33),(4,),2
(7, 22, 23),(29,),2
(7, 22, 29),(23,),2
(7, 23, 29),(22,),2
(22, 23, 29),(7,),2
(1, 5, 34),(36,),2
(1, 5, 36),(34,),2
(1, 34, 36),(5,),2
(5, 34, 36),(1,),2
(5, 34, 36),(44,),2
(5, 34, 44),(36,),2
(5, 36, 44),(34,),2
(34, 36, 44),(5,),2
(7, 20, 22),(43,),2
(7, 20, 43),(22,),2
(7, 22, 43),(20,),2
(20, 22, 43),(7,),2
(7, 33, 36),(40,),2
(7, 33, 40),(36,),2
(7, 36, 40),(33,),2
(33, 36, 40),(7,),2
(1, 6, 9),(28,),2
(1, 6, 28),(9,),2
(1, 9, 28),(6,),2
(6, 9, 28),(1,),2
(10, 22, 34),(36,),2
(10, 22, 34),(44,),2
(10, 22, 36),(34,),2
(10, 22, 36),(44,),2
(10, 22, 44),(34,),2
(10, 22, 44),(36,),2
(10, 34, 36),(44,),2
(10, 34, 36),(22,),2
(10, 34, 44),(36,),2
(10, 34, 44),(22,),2
(10, 36, 44),(34,),2
(10, 36, 44),(22,),2
(22, 34, 36),(10,),2
(22, 34, 36),(44,),2
(22, 34, 44),(10,),2
(22, 34, 44),(36,),2
(22, 36, 44),(34,),2
(22, 36, 44),(10,),2
(34, 36, 44),(10,),2
(34, 36, 44),(22,),2
(3, 4, 17),(19,),2
(3, 4, 19),(17,),2
(3, 17, 19),(4,),2
(4, 17, 19),(3,),2
(3, 11, 13),(21,),2
(3, 11, 21),(13,),2
(3, 13, 21),(11,),2
(11, 13, 21),(3,),2
(16, 17, 36),(40,),2
(16, 17, 40),(36,),2
(16, 36, 40),(17,),2
(17, 36, 40),(16,),2
(18, 28, 30),(45,),2
(18, 28, 45),(30,),2
(18, 30, 45),(28,),2
(28, 30, 45),(18,),2
(4, 16, 23),(25,),2
(4, 16, 25),(29,),2
(4, 16, 25),(23,),2
(4, 16, 29),(25,),2
(4, 23, 25),(16,),2
(4, 25, 29),(16,),2
(16, 23, 25),(4,),2
(16, 25, 29),(4,),2
(2, 8, 33),(35,),2
(2, 8, 35),(33,),2
(2, 33, 35),(8,),2
(8, 33, 35),(2,),2
(7, 20, 22),(40,),2
(7, 20, 40),(22,),2
(7, 22, 40),(20,),2
(20, 22, 40),(7,),2
(12, 34, 36),(37,),2
(12, 34, 37),(36,),2
(12, 36, 37),(34,),2
(34, 36, 37),(12,),2
(19, 25, 28),(38,),2
(19, 25, 38),(28,),2
(19, 28, 38),(25,),2
(23, 28, 38),(42,),2
(23, 28, 42),(38,),2
(23, 38, 42),(28,),2
(25, 28, 38),(19,),2
(28, 38, 42),(23,),2
(7, 19, 27),(42,),2
(7, 19, 42),(27,),2
(7, 27, 42),(19,),2
(19, 27, 42),(7,),2
(8, 11, 14),(21,),2
(8, 11, 21),(14,),2
(8, 14, 21),(11,),2
(11, 14, 21),(8,),2
(3, 17, 23),(45,),2
(3, 17, 45),(23,),2
(3, 23, 45),(17,),2
(17, 23, 45),(3,),2
(7, 18, 23),(26,),2
(7, 18, 26),(23,),2
(7, 23, 26),(18,),2
(18, 23, 26),(7,),2
(10, 11, 27),(39,),2
(10, 11, 28),(39,),2
(10, 11, 39),(27,),2
(10, 11, 39),(28,),2
(10, 27, 39),(11,),2
(10, 28, 39),(11,),2
(11, 27, 39),(10,),2
(11, 28, 39),(10,),2
(12, 29, 42),(43,),2
(12, 29, 43),(42,),2
(12, 42, 43),(29,),2
(29, 42, 43),(12,),2
(26, 42, 43),(45,),2
(26, 42, 45),(43,),2
(26, 43, 45),(42,),2
(27, 28, 42),(43,),2
(27, 28, 43),(42,),2
(27, 42, 43),(28,),2
(28, 42, 43),(27,),2
(42, 43, 45),(26,),2
(2, 3, 20),(27,),2
(2, 3, 27),(20,),2
(2, 20, 27),(3,),2
(3, 20, 27),(2,),2
(3, 20, 27),(44,),2
(3, 20, 44),(27,),2
(3, 27, 44),(20,),2
(20, 27, 44),(3,),2
(4, 6, 13),(40,),2
(4, 6, 40),(13,),2
(4, 13, 40),(6,),2
(6, 13, 40),(4,),2
(21, 25, 33),(36,),2
(21, 25, 36),(33,),2
(21, 33, 36),(25,),2
(25, 33, 36),(21,),2
(2, 25, 28),(37,),2
(2, 25, 37),(28,),2
(2, 28, 37),(25,),2
(25, 28, 37),(2,),2
(3, 12, 13),(36,),2
(3, 12, 36),(13,),2
(3, 13, 36),(12,),2
(12, 13, 36),(3,),2
(5, 18, 42),(45,),2
(5, 18, 45),(42,),2
(5, 42, 45),(18,),2
(18, 42, 45),(5,),2
(19, 26, 30),(35,),2
(19, 26, 35),(30,),2
(19, 30, 35),(26,),2
(26, 30, 35),(19,),2
(7, 8, 34),(41,),2
(7, 8, 41),(34,),2
(7, 34, 41),(8,),2
(8, 34, 41),(7,),2
(34, 36, 42),(45,),2
(34, 36, 45),(42,),2
(34, 42, 45),(36,),2
(36, 42, 45),(34,),2
(11, 26, 28),(44,),2
(11, 26, 44),(28,),2
(11, 28, 29),(44,),2
(11, 28, 44),(26,),2
(11, 28, 44),(29,),2
(11, 29, 44),(28,),2
(26, 28, 44),(11,),2
(28, 29, 44),(11,),2
(9, 12, 27),(39,),2
(9, 12, 39),(27,),2
(9, 27, 39),(12,),2
(12, 27, 39),(9,),2
(3, 31, 42),(43,),2
(3, 31, 43),(42,),2
(3, 42, 43),(31,),2
(31, 42, 43),(3,),2
(27, 35, 43),(45,),2
(27, 35, 45),(43,),2
(27, 43, 45),(35,),2
(35, 43, 45),(27,),2
(4, 16, 25),(35,),2
(4, 16, 35),(25,),2
(4, 25, 34),(35,),2
(4, 25, 35),(16,),2
(4, 25, 35),(34,),2
(4, 34, 35),(25,),2
(16, 25, 35),(4,),2
(25, 34, 35),(4,),2
(3, 9, 24),(33,),2
(3, 9, 33),(24,),2
(3, 24, 33),(9,),2
(9, 24, 33),(3,),2
(13, 14, 35),(39,),2
(13, 14, 39),(35,),2
(13, 35, 39),(14,),2
(14, 35, 39),(13,),2
(1, 5, 11),(18,),2
(1, 5, 18),(11,),2
(1, 11, 18),(5,),2
(1, 12, 18),(23,),2
(1, 12, 23),(18,),2
(1, 18, 23),(12,),2
(5, 11, 18),(1,),2
(12, 18, 23),(1,),2
(5, 17, 25),(39,),2
(5, 17, 39),(25,),2
(5, 25, 39),(17,),2
(17, 25, 39),(5,),2
(2, 15, 21),(34,),2
(2, 15, 34),(21,),2
(2, 21, 34),(15,),2
(15, 21, 34),(2,),2
(1, 2, 6),(16,),2
(1, 2, 16),(6,),2
(1, 6, 16),(2,),2
(2, 6, 16),(1,),2
(1, 2, 8),(38,),2
(1, 2, 38),(8,),2
(1, 8, 38),(2,),2
(2, 8, 38),(1,),2
(8, 14, 18),(44,),2
(8, 14, 44),(18,),2
(8, 18, 44),(14,),2
(14, 18, 44),(8,),2
(5, 6, 25),(37,),2
(5, 6, 37),(25,),2
(5, 25, 37),(6,),2
(6, 25, 37),(5,),2
(8, 11, 18),(45,),2
(8, 11, 45),(18,),2
(8, 18, 45),(11,),2
(11, 18, 45),(8,),2
(15, 20, 23),(44,),2
(15, 20, 23),(39,),2
(15, 20, 39),(23,),2
(15, 20, 44),(23,),2
(15, 23, 39),(20,),2
(15, 23, 44),(20,),2
(20, 23, 39),(15,),2
(20, 23, 44),(15,),2
(23, 26, 39),(44,),2
(23, 26, 44),(39,),2
(23, 39, 44),(26,),2
(26, 39, 44),(23,),2
(7, 10, 19),(40,),2
(7, 10, 40),(19,),2
(7, 19, 40),(10,),2
(10, 19, 40),(7,),2
(10, 22, 35),(40,),2
(10, 22, 40),(35,),2
(10, 35, 40),(22,),2
(22, 35, 40),(10,),2
(12, 19, 20),(41,),2
(12, 19, 41),(20,),2
(12, 20, 41),(19,),2
(19, 20, 41),(12,),2
(19, 25, 41),(45,),2
(19, 25, 45),(41,),2
(19, 41, 45),(25,),2
(25, 41, 45),(19,),2
(5, 6, 14),(20,),2
(5, 6, 20),(14,),2
(5, 13, 14),(20,),2
(5, 13, 20),(14,),2
(5, 14, 20),(13,),2
(5, 14, 20),(6,),2
(6, 14, 20),(5,),2
(13, 14, 20),(5,),2
(11, 24, 39),(44,),2
(11, 24, 44),(39,),2
(11, 39, 44),(24,),2
(24, 39, 44),(11,),2
(1, 3, 20),(25,),2
(1, 3, 25),(20,),2
(1, 20, 25),(3,),2
(3, 20, 25),(1,),2
(3, 11, 14),(32,),2
(3, 11, 32),(14,),2
(3, 14, 32),(11,),2
(11, 14, 32),(3,),2
(14, 31, 32),(37,),2
(14, 31, 37),(32,),2
(14, 32, 37),(31,),2
(31, 32, 37),(14,),2
(12, 13, 17),(33,),2
(12, 13, 33),(41,),2
(12, 13, 33),(17,),2
(12, 13, 41),(33,),2
(12, 17, 33),(13,),2
(12, 33, 41),(13,),2
(13, 17, 33),(12,),2
(13, 33, 41),(12,),2
(11, 12, 21),(38,),2
(11, 12, 38),(21,),2
(11, 18, 21),(38,),2
(11, 18, 38),(21,),2
(11, 21, 38),(18,),2
(11, 21, 38),(12,),2
(12, 18, 31),(38,),2
(12, 18, 38),(31,),2
(12, 21, 38),(11,),2
(12, 31, 38),(18,),2
(18, 21, 38),(11,),2
(18, 31, 38),(12,),2
(2, 3, 5),(20,),2
(2, 3, 20),(5,),2
(2, 5, 20),(3,),2
(3, 4, 20),(24,),2
(3, 4, 24),(20,),2
(3, 5, 20),(2,),2
(3, 20, 24),(4,),2
(4, 20, 24),(3,),2
(5, 7, 20),(37,),2
(5, 7, 37),(20,),2
(5, 20, 37),(7,),2
(7, 20, 37),(5,),2
(11, 20, 26),(35,),2
(11, 20, 35),(26,),2
(11, 26, 35),(20,),2
(20, 26, 35),(11,),2
(2, 33, 35),(37,),2
(2, 33, 37),(35,),2
(2, 35, 37),(33,),2
(33, 35, 37),(2,),2
(7, 28, 29),(39,),2
(7, 28, 39),(29,),2
(7, 29, 39),(28,),2
(28, 29, 39),(7,),2
(4, 19, 26),(30,),2
(4, 19, 30),(26,),2
(4, 26, 30),(19,),2
(19, 26, 30),(4,),2
(6, 8, 14),(21,),2
(6, 8, 21),(14,),2
(6, 14, 21),(8,),2
(8, 14, 21),(6,),2
(17, 25, 36),(44,),2
(17, 25, 44),(36,),2
(17, 35, 36),(39,),2
(17, 35, 39),(36,),2
(17, 36, 39),(35,),2
(17, 36, 44),(25,),2
(25, 36, 44),(17,),2
(35, 36, 39),(17,),2
(5, 11, 14),(29,),2
(5, 11, 29),(14,),2
(5, 14, 29),(11,),2
(11, 14, 29),(5,),2
(14, 29, 32),(33,),2
(14, 29, 33),(32,),2
(14, 32, 33),(29,),2
(29, 32, 33),(14,),2
(4, 6, 17),(28,),2
(4, 6, 28),(17,),2
(4, 17, 28),(6,),2
(6, 13, 28),(40,),2
(6, 13, 40),(28,),2
(6, 17, 28),(4,),2
(6, 28, 40),(13,),2
(13, 28, 40),(6,),2
(21, 22, 26),(37,),2
(21, 22, 37),(26,),2
(21, 26, 37),(22,),2
(22, 26, 37),(21,),2
(22, 27, 31),(37,),2
(22, 27, 37),(31,),2
(22, 31, 37),(27,),2
(27, 31, 37),(22,),2
(1, 11, 21),(44,),2
(1, 11, 44),(21,),2
(1, 21, 44),(11,),2
(11, 17, 21),(24,),2
(11, 17, 24),(21,),2
(11, 21, 24),(17,),2
(11, 21, 44),(1,),2
(17, 21, 24),(11,),2
(2, 15, 28),(34,),2
(2, 15, 34),(28,),2
(2, 28, 34),(15,),2
(15, 28, 34),(2,),2
(15, 24, 41),(44,),2
(15, 24, 44),(41,),2
(15, 41, 44),(24,),2
(24, 41, 44),(15,),2
(6, 10, 16),(41,),2
(6, 10, 41),(16,),2
(6, 16, 41),(10,),2
(10, 16, 41),(6,),2
(16, 40, 41),(43,),2
(16, 40, 43),(41,),2
(16, 41, 43),(40,),2
(40, 41, 43),(16,),2
(16, 24, 27),(35,),2
(16, 24, 35),(27,),2
(16, 27, 35),(24,),2
(24, 27, 35),(16,),2
(2, 17, 19),(42,),2
(2, 17, 42),(19,),2
(2, 19, 42),(17,),2
(17, 19, 42),(2,),2
(16, 36, 37),(38,),2
(16, 36, 38),(37,),2
(16, 37, 38),(36,),2
(36, 37, 38),(16,),2
(18, 21, 23),(39,),2
(18, 21, 39),(23,),2
(18, 23, 39),(21,),2
(21, 23, 39),(18,),2
(6, 7, 28),(38,),2
(6, 7, 38),(28,),2
(6, 28, 38),(7,),2
(7, 28, 38),(6,),2
(8, 19, 25),(36,),2
(8, 19, 36),(25,),2
(8, 25, 36),(19,),2
(19, 25, 36),(8,),2
(1, 19, 20),(24,),2
(1, 19, 24),(20,),2
(1, 20, 24),(19,),2
(19, 20, 24),(1,),2
(14, 27, 30),(38,),2
(14, 27, 38),(30,),2
(14, 30, 38),(27,),2
(27, 30, 38),(14,),2
(7, 12, 15),(24,),2
(7, 12, 24),(15,),2
(7, 15, 24),(12,),2
(12, 15, 24),(7,),2
(6, 18, 31),(43,),2
(6, 18, 43),(31,),2
(6, 31, 43),(18,),2
(18, 31, 43),(6,),2
(1, 27, 28),(32,),2
(1, 27, 28),(40,),2
(1, 27, 32),(28,),2
(1, 27, 40),(28,),2
(1, 28, 32),(27,),2
(1, 28, 40),(27,),2
(27, 28, 32),(1,),2
(27, 28, 40),(1,),2
(3, 24, 32),(45,),2
(3, 24, 45),(32,),2
(3, 32, 45),(24,),2
(24, 32, 45),(3,),2
(9, 27, 29),(40,),2
(9, 27, 40),(29,),2
(9, 29, 40),(27,),2
(27, 29, 40),(9,),2
(14, 15, 26),(35,),2
(14, 15, 35),(26,),2
(14, 26, 35),(15,),2
(15, 26, 35),(14,),2
(5, 10, 31),(32,),2
(5, 10, 32),(31,),2
(5, 31, 32),(10,),2
(10, 18, 31),(32,),2
(10, 18, 32),(31,),2
(10, 31, 32),(18,),2
(10, 31, 32),(5,),2
(18, 31, 32),(10,),2
(6, 18, 31),(38,),2
(6, 18, 38),(31,),2
(6, 31, 38),(18,),2
(18, 31, 38),(45,),2
(18, 31, 38),(6,),2
(18, 31, 45),(38,),2
(18, 38, 45),(31,),2
(31, 38, 45),(18,),2
(7, 15, 24),(30,),2
(7, 15, 30),(24,),2
(7, 24, 30),(15,),2
(15, 24, 30),(7,),2
(13, 33, 37),(45,),2
(13, 33, 40),(41,),2
(13, 33, 41),(40,),2
(13, 33, 45),(37,),2
(13, 37, 45),(33,),2
(13, 40, 41),(33,),2
(33, 37, 45),(13,),2
(33, 40, 41),(13,),2
(1, 12, 28),(41,),2
