countfound,C1,C2,C3,C4,order,inning,C_sum,no1,no2,no3,no4,no5,no6,sum,D1,D2,D_sum,DClo0,
3,12,24,27,32,1,79,95,3,12,24,27,30,32,128,3,30,33,1,1,1,1,1,1,1,1,
3,12,24,27,32,2,311,95,4,12,24,27,28,32,127,4,28,32,2,1,1,1,1,1,1,1,
3,12,24,27,32,3,668,95,12,14,15,24,27,32,124,14,15,29,1,1,1,1,1,1,1,1,
3,16,34,42,45,1,84,137,16,23,27,34,42,45,187,23,27,50,1,1,1,1,1,1,1,1,
3,16,34,42,45,2,197,137,7,12,16,34,42,45,156,7,12,19,1,1,1,1,1,1,1,1,
3,16,34,42,45,3,332,137,16,17,34,36,42,45,190,17,36,53,1,1,1,1,1,1,1,2,
3,17,32,33,34,1,104,116,17,32,33,34,42,44,202,42,44,86,1,1,1,1,1,1,1,1,
3,17,32,33,34,2,176,116,4,17,30,32,33,34,150,4,30,34,1,1,1,1,1,1,1,1,
3,17,32,33,34,3,292,116,17,18,31,32,33,34,165,18,31,49,1,1,1,1,1,1,1,1,
3,2,4,31,34,1,116,71,2,4,25,31,34,37,133,25,37,62,1,1,1,1,1,1,1,1,
3,2,4,31,34,2,238,71,2,4,15,28,31,34,114,15,28,43,1,1,1,1,1,1,1,1,
3,2,4,31,34,3,631,71,1,2,4,23,31,34,95,1,23,24,1,1,1,1,1,1,1,1,
3,14,22,35,39,1,135,110,6,14,22,28,35,39,144,6,28,34,1,1,1,1,1,1,1,1,
3,14,22,35,39,2,174,110,13,14,18,22,35,39,141,13,18,31,1,1,1,1,2,1,1,1,
3,14,22,35,39,3,411,110,11,14,22,35,37,39,158,11,37,48,1,1,1,1,1,1,1,1,
3,11,26,29,44,1,163,110,7,11,26,28,29,44,145,7,28,35,1,1,1,2,1,2,1,1,
3,11,26,29,44,2,525,110,11,23,26,29,39,44,172,23,39,62,1,1,1,1,2,1,1,1,
3,11,26,29,44,3,651,110,11,12,16,26,29,44,138,12,16,28,1,1,1,2,1,2,1,1,
3,1,8,18,29,1,187,56,1,2,8,18,29,38,96,2,38,40,1,1,1,1,1,1,1,1,
3,1,8,18,29,2,218,56,1,8,14,18,29,44,114,14,44,58,1,1,1,1,1,1,1,1,
3,1,8,18,29,3,350,56,1,8,18,24,29,33,113,24,33,57,1,1,1,1,1,1,1,1,
3,4,20,26,35,1,219,85,4,11,20,26,35,37,133,11,37,48,1,1,1,1,1,1,2,1,
3,4,20,26,35,2,455,85,4,19,20,26,30,35,134,19,30,49,1,1,1,1,1,1,1,1,
3,4,20,26,35,3,557,85,4,20,26,28,35,40,153,28,40,68,1,1,1,1,1,1,1,1,
3,3,13,33,37,1,434,86,3,13,20,24,33,37,130,20,24,44,1,1,1,1,1,1,1,1,
3,3,13,33,37,2,572,86,3,13,18,33,37,45,149,18,45,63,1,1,1,1,1,1,1,2,
3,3,13,33,37,3,698,86,3,11,13,21,33,37,118,11,21,32,1,1,1,1,1,1,2,1,
2,11,21,27,31,1,3,90,11,16,19,21,27,31,125,16,19,35,1,1,1,1,1,1,1,1,
2,11,21,27,31,2,316,90,10,11,21,27,31,39,139,10,39,49,1,1,1,1,1,1,1,1,
2,14,27,30,31,1,4,102,14,27,30,31,40,42,184,40,42,82,2,1,2,1,2,1,2,1,
2,14,27,30,31,2,258,102,14,27,30,31,38,40,180,38,40,78,2,2,1,2,1,2,1,2,
2,14,27,30,40,1,4,111,14,27,30,31,40,42,184,31,42,73,2,1,2,2,2,1,2,1,
2,14,27,30,40,2,258,111,14,27,30,31,38,40,180,31,38,69,2,2,2,1,2,1,2,1,
2,14,27,31,40,1,4,112,14,27,30,31,40,42,184,30,42,72,2,1,2,2,2,1,2,1,
2,14,27,31,40,2,258,112,14,27,30,31,38,40,180,30,38,68,2,1,2,1,2,1,2,1,
2,14,27,40,42,1,4,123,14,27,30,31,40,42,184,30,31,61,2,2,1,1,1,1,1,1,
2,14,27,40,42,2,6,123,14,15,26,27,40,42,164,15,26,41,1,1,1,1,1,1,1,1,
2,14,30,31,40,1,4,115,14,27,30,31,40,42,184,27,42,69,2,1,2,1,2,1,2,1,
2,14,30,31,40,2,258,115,14,27,30,31,38,40,180,27,38,65,2,1,2,1,2,1,2,1,
2,27,30,31,40,1,4,128,14,27,30,31,40,42,184,14,42,56,2,1,2,1,2,1,2,1,
2,27,30,31,40,2,258,128,14,27,30,31,38,40,180,14,38,52,2,1,2,1,2,1,2,1,
2,15,26,27,42,1,6,110,14,15,26,27,40,42,164,14,40,54,1,1,1,1,1,1,1,1,
2,15,26,27,42,2,371,110,7,9,15,26,27,42,126,7,9,16,1,1,1,1,1,1,1,1,
2,8,19,25,34,1,8,86,8,19,25,34,37,39,162,37,39,76,1,1,1,2,1,1,1,1,
2,8,19,25,34,2,253,86,8,19,25,31,34,36,153,31,36,67,1,2,1,1,1,1,1,1,
2,8,19,34,39,1,8,100,8,19,25,34,37,39,162,25,37,62,2,1,1,1,1,1,1,1,
2,8,19,34,39,2,341,100,1,8,19,34,39,43,144,1,43,44,1,1,1,1,2,1,1,1,
2,2,16,17,39,1,9,74,2,4,16,17,36,39,114,4,36,40,1,1,1,1,1,1,1,1,
2,2,16,17,39,2,620,74,2,16,17,32,39,45,151,32,45,77,1,1,1,1,1,1,1,1,
2,1,7,37,42,1,11,87,1,7,36,37,41,42,164,36,41,77,1,1,1,1,1,1,1,1,
2,1,7,37,42,2,100,87,1,7,11,23,37,42,121,11,23,34,1,1,1,2,1,1,1,1,
2,11,21,39,45,1,12,116,2,11,21,25,39,45,143,2,25,27,1,1,1,1,1,1,1,1,
2,11,21,39,45,2,368,116,11,21,24,30,39,45,170,24,30,54,1,1,1,2,1,1,1,2,
2,22,23,25,37,1,13,107,22,23,25,37,38,42,187,38,42,80,1,1,1,1,1,1,1,1,
2,22,23,25,37,2,210,107,10,19,22,23,25,37,136,10,19,29,1,1,1,1,1,1,1,1,
2,23,25,38,42,1,13,128,22,23,25,37,38,42,187,22,37,59,1,1,1,1,1,1,1,1,
2,23,25,38,42,2,129,128,19,23,25,28,38,42,175,19,28,47,1,1,1,1,1,2,1,1,
2,2,12,33,40,1,14,87,2,6,12,31,33,40,124,6,31,37,1,1,1,1,1,1,1,1,
2,2,12,33,40,2,582,87,2,12,14,33,40,41,142,14,41,55,1,1,2,1,1,1,1,2,
2,6,7,38,40,1,16,91,6,7,24,37,38,40,152,24,37,61,1,1,1,1,1,1,1,2,
