(13, 32, 42),(21, 25),1
(21, 25, 32),(9, 42),1
(21, 25, 32),(9, 13),1
(21, 25, 32),(13, 42),1
(21, 25, 42),(9, 32),1
(21, 25, 42),(13, 32),1
(21, 25, 42),(9, 13),1
(21, 32, 42),(9, 13),1
(21, 32, 42),(9, 25),1
(21, 32, 42),(13, 25),1
(25, 32, 42),(9, 21),1
(25, 32, 42),(9, 13),1
(25, 32, 42),(13, 21),1
(11, 16, 19),(21, 27),1
(11, 16, 19),(27, 31),1
(11, 16, 19),(21, 31),1
(11, 16, 21),(19, 27),1
(11, 16, 21),(27, 31),1
(11, 16, 21),(19, 31),1
(11, 16, 27),(19, 21),1
(11, 16, 27),(19, 31),1
(11, 16, 27),(21, 31),1
(11, 16, 31),(19, 27),1
(11, 16, 31),(21, 27),1
(11, 16, 31),(19, 21),1
(11, 19, 21),(16, 27),1
(11, 19, 21),(16, 31),1
(11, 19, 21),(27, 31),1
(11, 19, 27),(16, 21),1
(11, 19, 27),(16, 31),1
(11, 19, 27),(21, 31),1
(11, 19, 31),(16, 27),1
(11, 19, 31),(16, 21),1
(11, 19, 31),(21, 27),1
(11, 21, 27),(16, 19),1
(11, 21, 27),(16, 31),1
(11, 21, 27),(19, 31),1
(11, 21, 31),(16, 27),1
(11, 21, 31),(16, 19),1
(11, 21, 31),(19, 27),1
(11, 27, 31),(16, 19),1
(11, 27, 31),(16, 21),1
(11, 27, 31),(19, 21),1
(16, 19, 21),(11, 27),1
(16, 19, 21),(27, 31),1
(16, 19, 21),(11, 31),1
(16, 19, 27),(11, 21),1
(16, 19, 27),(11, 31),1
(16, 19, 27),(21, 31),1
(16, 19, 31),(11, 27),1
(16, 19, 31),(21, 27),1
(16, 19, 31),(11, 21),1
(16, 21, 27),(11, 19),1
(16, 21, 27),(19, 31),1
(16, 21, 27),(11, 31),1
(16, 21, 31),(19, 27),1
(16, 21, 31),(11, 19),1
(16, 21, 31),(11, 27),1
(16, 27, 31),(11, 19),1
(16, 27, 31),(19, 21),1
(16, 27, 31),(11, 21),1
(19, 21, 27),(11, 16),1
(19, 21, 27),(16, 31),1
(19, 21, 27),(11, 31),1
(19, 21, 31),(16, 27),1
(19, 21, 31),(11, 16),1
(19, 21, 31),(11, 27),1
(19, 27, 31),(11, 16),1
(19, 27, 31),(16, 21),1
(19, 27, 31),(11, 21),1
(21, 27, 31),(16, 19),1
(21, 27, 31),(11, 16),1
(21, 27, 31),(11, 19),1
(14, 27, 30),(40, 42),1
(14, 27, 30),(31, 42),1
(14, 27, 31),(40, 42),1
(14, 27, 31),(30, 42),1
(14, 27, 40),(30, 42),1
(14, 27, 40),(31, 42),1
(14, 27, 42),(30, 40),1
(14, 27, 42),(31, 40),1
(14, 27, 42),(30, 31),1
(14, 30, 31),(40, 42),1
(14, 30, 31),(27, 42),1
(14, 30, 40),(27, 42),1
(14, 30, 40),(31, 42),1
(14, 30, 42),(27, 40),1
(14, 30, 42),(31, 40),1
(14, 30, 42),(27, 31),1
(14, 31, 40),(27, 42),1
(14, 31, 40),(30, 42),1
(14, 31, 42),(27, 40),1
(14, 31, 42),(30, 40),1
(14, 31, 42),(27, 30),1
(14, 40, 42),(27, 30),1
(14, 40, 42),(27, 31),1
(14, 40, 42),(30, 31),1
(27, 30, 31),(40, 42),1
(27, 30, 31),(14, 42),1
(27, 30, 40),(14, 42),1
(27, 30, 40),(31, 42),1
(27, 30, 42),(14, 40),1
(27, 30, 42),(31, 40),1
(27, 30, 42),(14, 31),1
(27, 31, 40),(14, 42),1
(27, 31, 40),(30, 42),1
(27, 31, 42),(14, 40),1
(27, 31, 42),(30, 40),1
(27, 31, 42),(14, 30),1
(27, 40, 42),(14, 31),1
(27, 40, 42),(30, 31),1
(27, 40, 42),(14, 30),1
(30, 31, 40),(27, 42),1
(30, 31, 40),(14, 42),1
(30, 31, 42),(27, 40),1
(30, 31, 42),(14, 40),1
(30, 31, 42),(14, 27),1
(30, 40, 42),(14, 27),1
(30, 40, 42),(27, 31),1
(30, 40, 42),(14, 31),1
(31, 40, 42),(14, 27),1
(31, 40, 42),(27, 30),1
(31, 40, 42),(14, 30),1
(16, 24, 29),(40, 41),1
(16, 24, 29),(40, 42),1
(16, 24, 29),(41, 42),1
(16, 24, 40),(41, 42),1
(16, 24, 40),(29, 41),1
(16, 24, 40),(29, 42),1
(16, 24, 41),(40, 42),1
(16, 24, 41),(29, 40),1
(16, 24, 41),(29, 42),1
(16, 24, 42),(40, 41),1
(16, 24, 42),(29, 40),1
(16, 24, 42),(29, 41),1
(16, 29, 40),(24, 41),1
(16, 29, 40),(24, 42),1
(16, 29, 40),(41, 42),1
(16, 29, 41),(24, 40),1
(16, 29, 41),(40, 42),1
(16, 29, 41),(24, 42),1
(16, 29, 42),(40, 41),1
(16, 29, 42),(24, 40),1
(16, 29, 42),(24, 41),1
(16, 40, 41),(24, 42),1
(16, 40, 41),(24, 29),1
(16, 40, 41),(29, 42),1
(16, 40, 42),(24, 41),1
(16, 40, 42),(24, 29),1
(16, 40, 42),(29, 41),1
(16, 41, 42),(24, 40),1
(16, 41, 42),(29, 40),1
(16, 41, 42),(24, 29),1
(24, 29, 40),(16, 41),1
(24, 29, 40),(16, 42),1
(24, 29, 40),(41, 42),1
(24, 29, 41),(16, 40),1
(24, 29, 41),(40, 42),1
(24, 29, 41),(16, 42),1
(24, 29, 42),(40, 41),1
(24, 29, 42),(16, 40),1
(24, 29, 42),(16, 41),1
(24, 40, 41),(16, 42),1
(24, 40, 41),(16, 29),1
(24, 40, 41),(29, 42),1
(24, 40, 42),(16, 41),1
(24, 40, 42),(16, 29),1
(24, 40, 42),(29, 41),1
(24, 41, 42),(16, 40),1
(24, 41, 42),(29, 40),1
(24, 41, 42),(16, 29),1
(29, 40, 41),(16, 24),1
(29, 40, 41),(16, 42),1
(29, 40, 41),(24, 42),1
(29, 40, 42),(16, 41),1
(29, 40, 42),(16, 24),1
(29, 40, 42),(24, 41),1
(29, 41, 42),(16, 40),1
(29, 41, 42),(24, 40),1
(29, 41, 42),(16, 24),1
(40, 41, 42),(16, 24),1
(40, 41, 42),(16, 29),1
(40, 41, 42),(24, 29),1
(14, 15, 26),(40, 42),1
(14, 15, 26),(27, 40),1
(14, 15, 26),(27, 42),1
(14, 15, 27),(40, 42),1
(14, 15, 27),(26, 40),1
(14, 15, 27),(26, 42),1
(14, 15, 40),(27, 42),1
(14, 15, 40),(26, 27),1
(14, 15, 40),(26, 42),1
(14, 15, 42),(26, 40),1
(14, 15, 42),(27, 40),1
(14, 15, 42),(26, 27),1
(14, 26, 27),(40, 42),1
(14, 26, 27),(15, 40),1
(14, 26, 27),(15, 42),1
(14, 26, 40),(27, 42),1
(14, 26, 40),(15, 42),1
(14, 26, 40),(15, 27),1
(14, 26, 42),(27, 40),1
(14, 26, 42),(15, 40),1
(14, 26, 42),(15, 27),1
(14, 27, 40),(26, 42),1
(14, 27, 40),(15, 42),1
(14, 27, 40),(15, 26),1
(14, 27, 42),(26, 40),1
(14, 27, 42),(15, 40),1
(14, 27, 42),(15, 26),1
(14, 40, 42),(26, 27),1
(14, 40, 42),(15, 26),1
(14, 40, 42),(15, 27),1
(15, 26, 27),(40, 42),1
(15, 26, 27),(14, 40),1
(15, 26, 27),(14, 42),1
(15, 26, 40),(27, 42),1
(15, 26, 40),(14, 42),1
(15, 26, 40),(14, 27),1
(15, 26, 42),(27, 40),1
(15, 26, 42),(14, 40),1
(15, 26, 42),(14, 27),1
(15, 27, 40),(26, 42),1
(15, 27, 40),(14, 42),1
(15, 27, 40),(14, 26),1
(15, 27, 42),(26, 40),1
(15, 27, 42),(14, 40),1
(15, 27, 42),(14, 26),1
(15, 40, 42),(26, 27),1
(15, 40, 42),(14, 26),1
(15, 40, 42),(14, 27),1
(26, 27, 40),(14, 42),1
(26, 27, 40),(15, 42),1
(26, 27, 40),(14, 15),1
(26, 27, 42),(14, 40),1
(26, 27, 42),(15, 40),1
(26, 27, 42),(14, 15),1
(26, 40, 42),(14, 27),1
(26, 40, 42),(15, 27),1
(26, 40, 42),(14, 15),1
(27, 40, 42),(14, 26),1
(27, 40, 42),(15, 26),1
(27, 40, 42),(14, 15),1
(2, 9, 16),(25, 40),1
(2, 9, 16),(26, 40),1
(2, 9, 16),(25, 26),1
(2, 9, 25),(16, 40),1
(2, 9, 25),(26, 40),1
(2, 9, 25),(16, 26),1
(2, 9, 26),(16, 40),1
(2, 9, 26),(25, 40),1
(2, 9, 26),(16, 25),1
(2, 9, 40),(16, 25),1
(2, 9, 40),(16, 26),1
(2, 9, 40),(25, 26),1
(2, 16, 25),(9, 40),1
(2, 16, 25),(26, 40),1
(2, 16, 25),(9, 26),1
(2, 16, 26),(9, 40),1
(2, 16, 26),(25, 40),1
(2, 16, 26),(9, 25),1
(2, 16, 40),(9, 26),1
(2, 16, 40),(9, 25),1
(2, 16, 40),(25, 26),1
(2, 25, 26),(9, 40),1
(2, 25, 26),(16, 40),1
(2, 25, 26),(9, 16),1
(2, 25, 40),(9, 16),1
(2, 25, 40),(16, 26),1
(2, 25, 40),(9, 26),1
(2, 26, 40),(9, 16),1
(2, 26, 40),(16, 25),1
(2, 26, 40),(9, 25),1
(9, 16, 25),(2, 40),1
(9, 16, 25),(26, 40),1
(9, 16, 25),(2, 26),1
(9, 16, 26),(25, 40),1
(9, 16, 26),(2, 40),1
(9, 16, 26),(2, 25),1
(9, 16, 40),(2, 25),1
(9, 16, 40),(25, 26),1
(9, 16, 40),(2, 26),1
(9, 25, 26),(16, 40),1
(9, 25, 26),(2, 40),1
(9, 25, 26),(2, 16),1
(9, 25, 40),(2, 16),1
(9, 25, 40),(16, 26),1
(9, 25, 40),(2, 26),1
(9, 26, 40),(16, 25),1
(9, 26, 40),(2, 16),1
(9, 26, 40),(2, 25),1
(16, 25, 26),(9, 40),1
(16, 25, 26),(2, 40),1
(16, 25, 26),(2, 9),1
(16, 25, 40),(2, 9),1
(16, 25, 40),(9, 26),1
(16, 25, 40),(2, 26),1
(16, 26, 40),(2, 9),1
(16, 26, 40),(9, 25),1
(16, 26, 40),(2, 25),1
(25, 26, 40),(9, 16),1
(25, 26, 40),(2, 16),1
(25, 26, 40),(2, 9),1
(8, 19, 25),(34, 37),1
(8, 19, 25),(34, 39),1
(8, 19, 25),(37, 39),1
(8, 19, 34),(25, 37),1
(8, 19, 34),(25, 39),1
(8, 19, 34),(37, 39),1
(8, 19, 37),(25, 34),1
(8, 19, 37),(25, 39),1
(8, 19, 37),(34, 39),1
(8, 19, 39),(25, 34),1
(8, 19, 39),(25, 37),1
(8, 19, 39),(34, 37),1
(8, 25, 34),(19, 37),1
(8, 25, 34),(19, 39),1
(8, 25, 34),(37, 39),1
(8, 25, 37),(19, 34),1
(8, 25, 37),(34, 39),1
(8, 25, 37),(19, 39),1
(8, 25, 39),(19, 34),1
(8, 25, 39),(34, 37),1
(8, 25, 39),(19, 37),1
(8, 34, 37),(19, 25),1
(8, 34, 37),(25, 39),1
(8, 34, 37),(19, 39),1
(8, 34, 39),(19, 25),1
(8, 34, 39),(25, 37),1
(8, 34, 39),(19, 37),1
(8, 37, 39),(25, 34),1
(8, 37, 39),(19, 25),1
(8, 37, 39),(19, 34),1
(19, 25, 34),(8, 37),1
(19, 25, 34),(8, 39),1
(19, 25, 34),(37, 39),1
(19, 25, 37),(8, 34),1
(19, 25, 37),(8, 39),1
(19, 25, 37),(34, 39),1
(19, 25, 39),(8, 34),1
(19, 25, 39),(8, 37),1
(19, 25, 39),(34, 37),1
(19, 34, 37),(8, 25),1
(19, 34, 37),(8, 39),1
(19, 34, 37),(25, 39),1
(19, 34, 39),(8, 25),1
(19, 34, 39),(8, 37),1
(19, 34, 39),(25, 37),1
(19, 37, 39),(8, 25),1
(19, 37, 39),(8, 34),1
(19, 37, 39),(25, 34),1
(25, 34, 37),(8, 19),1
(25, 34, 37),(8, 39),1
(25, 34, 37),(19, 39),1
(25, 34, 39),(8, 19),1
(25, 34, 39),(8, 37),1
(25, 34, 39),(19, 37),1
(25, 37, 39),(8, 34),1
(25, 37, 39),(8, 19),1
(25, 37, 39),(19, 34),1
(34, 37, 39),(8, 25),1
(34, 37, 39),(8, 19),1
(34, 37, 39),(19, 25),1
(2, 4, 16),(17, 36),1
(2, 4, 16),(17, 39),1
(2, 4, 16),(36, 39),1
(2, 4, 17),(16, 36),1
(2, 4, 17),(16, 39),1
(2, 4, 17),(36, 39),1
(2, 4, 36),(16, 17),1
(2, 4, 36),(16, 39),1
(2, 4, 36),(17, 39),1
(2, 4, 39),(16, 17),1
(2, 4, 39),(16, 36),1
(2, 4, 39),(17, 36),1
(2, 16, 17),(4, 36),1
(2, 16, 17),(4, 39),1
(2, 16, 17),(36, 39),1
(2, 16, 36),(4, 17),1
(2, 16, 36),(17, 39),1
(2, 16, 36),(4, 39),1
(2, 16, 39),(4, 17),1
(2, 16, 39),(17, 36),1
(2, 16, 39),(4, 36),1
(2, 17, 36),(4, 16),1
(2, 17, 36),(16, 39),1
(2, 17, 36),(4, 39),1
(2, 17, 39),(4, 16),1
(2, 17, 39),(16, 36),1
(2, 17, 39),(4, 36),1
(2, 36, 39),(16, 17),1
(2, 36, 39),(4, 16),1
(2, 36, 39),(4, 17),1
(4, 16, 17),(2, 36),1
(4, 16, 17),(2, 39),1
(4, 16, 17),(36, 39),1
(4, 16, 36),(2, 17),1
(4, 16, 36),(17, 39),1
(4, 16, 36),(2, 39),1
(4, 16, 39),(2, 17),1
(4, 16, 39),(17, 36),1
(4, 16, 39),(2, 36),1
(4, 17, 36),(2, 16),1
(4, 17, 36),(16, 39),1
(4, 17, 36),(2, 39),1
(4, 17, 39),(2, 16),1
(4, 17, 39),(16, 36),1
(4, 17, 39),(2, 36),1
(4, 36, 39),(16, 17),1
(4, 36, 39),(2, 16),1
(4, 36, 39),(2, 17),1
(16, 17, 36),(2, 4),1
(16, 17, 36),(2, 39),1
(16, 17, 36),(4, 39),1
(16, 17, 39),(2, 4),1
(16, 17, 39),(2, 36),1
(16, 17, 39),(4, 36),1
(16, 36, 39),(2, 17),1
(16, 36, 39),(4, 17),1
(16, 36, 39),(2, 4),1
(17, 36, 39),(2, 16),1
(17, 36, 39),(4, 16),1
(17, 36, 39),(2, 4),1
(9, 25, 30),(33, 44),1
(9, 25, 30),(33, 41),1
(9, 25, 30),(41, 44),1
(9, 25, 33),(41, 44),1
(9, 25, 33),(30, 41),1
(9, 25, 33),(30, 44),1
(9, 25, 41),(33, 44),1
(9, 25, 41),(30, 33),1
(9, 25, 41),(30, 44),1
(9, 25, 44),(30, 33),1
(9, 25, 44),(33, 41),1
(9, 25, 44),(30, 41),1
(9, 30, 33),(41, 44),1
(9, 30, 33),(25, 41),1
(9, 30, 33),(25, 44),1
(9, 30, 41),(33, 44),1
(9, 30, 41),(25, 33),1
(9, 30, 41),(25, 44),1
(9, 30, 44),(25, 33),1
(9, 30, 44),(33, 41),1
(9, 30, 44),(25, 41),1
(9, 33, 41),(25, 44),1
(9, 33, 41),(25, 30),1
(9, 33, 41),(30, 44),1
(9, 33, 44),(25, 41),1
(9, 33, 44),(30, 41),1
(9, 33, 44),(25, 30),1
(9, 41, 44),(25, 33),1
(9, 41, 44),(30, 33),1
(9, 41, 44),(25, 30),1
(25, 30, 33),(9, 44),1
(25, 30, 33),(9, 41),1
(25, 30, 33),(41, 44),1
(25, 30, 41),(33, 44),1
(25, 30, 41),(9, 33),1
(25, 30, 41),(9, 44),1
(25, 30, 44),(9, 33),1
(25, 30, 44),(33, 41),1
(25, 30, 44),(9, 41),1
(25, 33, 41),(9, 44),1
(25, 33, 41),(9, 30),1
(25, 33, 41),(30, 44),1
(25, 33, 44),(9, 30),1
(25, 33, 44),(9, 41),1
(25, 33, 44),(30, 41),1
(25, 41, 44),(9, 33),1
(25, 41, 44),(30, 33),1
(25, 41, 44),(9, 30),1
(30, 33, 41),(9, 44),1
(30, 33, 41),(9, 25),1
(30, 33, 41),(25, 44),1
(30, 33, 44),(9, 25),1
(30, 33, 44),(9, 41),1
(30, 33, 44),(25, 41),1
(30, 41, 44),(9, 33),1
(30, 41, 44),(25, 33),1
(30, 41, 44),(9, 25),1
(33, 41, 44),(9, 25),1
(33, 41, 44),(9, 30),1
(33, 41, 44),(25, 30),1
(1, 7, 36),(41, 42),1
(1, 7, 36),(37, 41),1
(1, 7, 36),(37, 42),1
(1, 7, 37),(41, 42),1
(1, 7, 37),(36, 41),1
(1, 7, 37),(36, 42),1
(1, 7, 41),(36, 42),1
(1, 7, 41),(37, 42),1
(1, 7, 41),(36, 37),1
(1, 7, 42),(36, 41),1
(1, 7, 42),(37, 41),1
(1, 7, 42),(36, 37),1
(1, 36, 37),(41, 42),1
(1, 36, 37),(7, 41),1
(1, 36, 37),(7, 42),1
(1, 36, 41),(37, 42),1
(1, 36, 41),(7, 42),1
(1, 36, 41),(7, 37),1
(1, 36, 42),(37, 41),1
(1, 36, 42),(7, 41),1
(1, 36, 42),(7, 37),1
(1, 37, 41),(36, 42),1
(1, 37, 41),(7, 42),1
(1, 37, 41),(7, 36),1
(1, 37, 42),(36, 41),1
(1, 37, 42),(7, 41),1
(1, 37, 42),(7, 36),1
(1, 41, 42),(36, 37),1
(1, 41, 42),(7, 36),1
(1, 41, 42),(7, 37),1
(7, 36, 37),(1, 42),1
(7, 36, 37),(1, 41),1
(7, 36, 37),(41, 42),1
(7, 36, 41),(1, 42),1
(7, 36, 41),(1, 37),1
(7, 36, 41),(37, 42),1
(7, 36, 42),(1, 37),1
(7, 36, 42),(1, 41),1
(7, 36, 42),(37, 41),1
(7, 37, 41),(1, 42),1
(7, 37, 41),(1, 36),1
(7, 37, 41),(36, 42),1
(7, 37, 42),(1, 36),1
(7, 37, 42),(1, 41),1
(7, 37, 42),(36, 41),1
(7, 41, 42),(1, 36),1
(7, 41, 42),(1, 37),1
(7, 41, 42),(36, 37),1
(36, 37, 41),(1, 42),1
(36, 37, 41),(1, 7),1
(36, 37, 41),(7, 42),1
(36, 37, 42),(1, 41),1
(36, 37, 42),(1, 7),1
(36, 37, 42),(7, 41),1
(36, 41, 42),(1, 37),1
(36, 41, 42),(1, 7),1
(36, 41, 42),(7, 37),1
(37, 41, 42),(1, 36),1
(37, 41, 42),(1, 7),1
(37, 41, 42),(7, 36),1
(2, 11, 21),(25, 45),1
(2, 11, 21),(25, 39),1
(2, 11, 21),(39, 45),1
(2, 11, 25),(21, 45),1
(2, 11, 25),(21, 39),1
(2, 11, 25),(39, 45),1
(2, 11, 39),(21, 25),1
(2, 11, 39),(25, 45),1
(2, 11, 39),(21, 45),1
(2, 11, 45),(21, 25),1
(2, 11, 45),(25, 39),1
(2, 11, 45),(21, 39),1
(2, 21, 25),(11, 45),1
(2, 21, 25),(11, 39),1
(2, 21, 25),(39, 45),1
(2, 21, 39),(11, 25),1
(2, 21, 39),(25, 45),1
(2, 21, 39),(11, 45),1
(2, 21, 45),(11, 25),1
(2, 21, 45),(25, 39),1
(2, 21, 45),(11, 39),1
(2, 25, 39),(11, 21),1
(2, 25, 39),(21, 45),1
(2, 25, 39),(11, 45),1
(2, 25, 45),(11, 21),1
(2, 25, 45),(11, 39),1
(2, 25, 45),(21, 39),1
(2, 39, 45),(11, 25),1
(2, 39, 45),(21, 25),1
(2, 39, 45),(11, 21),1
(11, 21, 25),(2, 45),1
(11, 21, 25),(2, 39),1
(11, 21, 25),(39, 45),1
(11, 21, 39),(2, 25),1
(11, 21, 39),(25, 45),1
(11, 21, 39),(2, 45),1
(11, 21, 45),(2, 25),1
(11, 21, 45),(25, 39),1
(11, 21, 45),(2, 39),1
(11, 25, 39),(2, 21),1
(11, 25, 39),(2, 45),1
(11, 25, 39),(21, 45),1
(11, 25, 45),(2, 21),1
(11, 25, 45),(2, 39),1
(11, 25, 45),(21, 39),1
(11, 39, 45),(2, 25),1
(11, 39, 45),(21, 25),1
(11, 39, 45),(2, 21),1
(21, 25, 39),(2, 11),1
(21, 25, 39),(2, 45),1
(21, 25, 39),(11, 45),1
(21, 25, 45),(2, 11),1
(21, 25, 45),(2, 39),1
(21, 25, 45),(11, 39),1
(21, 39, 45),(2, 25),1
(21, 39, 45),(11, 25),1
(21, 39, 45),(2, 11),1
(25, 39, 45),(2, 11),1
(25, 39, 45),(2, 21),1
(25, 39, 45),(11, 21),1
(22, 23, 25),(37, 42),1
(22, 23, 25),(38, 42),1
(22, 23, 25),(37, 38),1
(22, 23, 37),(25, 42),1
(22, 23, 37),(25, 38),1
(22, 23, 37),(38, 42),1
(22, 23, 38),(25, 42),1
(22, 23, 38),(25, 37),1
(22, 23, 38),(37, 42),1
(22, 23, 42),(25, 37),1
(22, 23, 42),(25, 38),1
(22, 23, 42),(37, 38),1
(22, 25, 37),(38, 42),1
(22, 25, 37),(23, 42),1
(22, 25, 37),(23, 38),1
(22, 25, 38),(37, 42),1
(22, 25, 38),(23, 42),1
(22, 25, 38),(23, 37),1
(22, 25, 42),(37, 38),1
(22, 25, 42),(23, 37),1
(22, 25, 42),(23, 38),1
(22, 37, 38),(25, 42),1
(22, 37, 38),(23, 25),1
(22, 37, 38),(23, 42),1
(22, 37, 42),(25, 38),1
(22, 37, 42),(23, 25),1
(22, 37, 42),(23, 38),1
(22, 38, 42),(25, 37),1
(22, 38, 42),(23, 25),1
(22, 38, 42),(23, 37),1
(23, 25, 37),(38, 42),1
(23, 25, 37),(22, 42),1
(23, 25, 37),(22, 38),1
(23, 25, 38),(37, 42),1
(23, 25, 38),(22, 42),1
(23, 25, 38),(22, 37),1
(23, 25, 42),(37, 38),1
(23, 25, 42),(22, 37),1
(23, 25, 42),(22, 38),1
(23, 37, 38),(25, 42),1
(23, 37, 38),(22, 25),1
(23, 37, 38),(22, 42),1
(23, 37, 42),(25, 38),1
(23, 37, 42),(22, 25),1
(23, 37, 42),(22, 38),1
(23, 38, 42),(25, 37),1
(23, 38, 42),(22, 25),1
(23, 38, 42),(22, 37),1
(25, 37, 38),(22, 42),1
(25, 37, 38),(23, 42),1
(25, 37, 38),(22, 23),1
(25, 37, 42),(23, 38),1
(25, 37, 42),(22, 23),1
