(1,),(41,),12
(7,),(36,),12
(36,),(7,),12
(36,),(41,),12
(41,),(1,),12
(41,),(36,),12
(21,),(39,),12
(21,),(45,),12
(25,),(45,),12
(39,),(21,),12
(45,),(21,),12
(45,),(25,),12
(23,),(38,),12
(23,),(42,),12
(23,),(25,),12
(25,),(23,),12
(38,),(23,),12
(42,),(23,),12
(2,),(12,),12
(12,),(2,),12
(3,),(31,),12
(4,),(31,),12
(30,),(37,),12
(31,),(3,),12
(31,),(4,),12
(37,),(30,),12
(6,),(7,),12
(7,),(6,),12
(24,),(38,),12
(38,),(24,),12
(3,),(17,),12
(17,),(3,),12
(17,),(37,),12
(37,),(17,),12
(30,),(39,),12
(39,),(43,),12
(39,),(30,),12
(40,),(43,),12
(43,),(40,),12
(43,),(39,),12
(10,),(20,),12
(18,),(30,),12
(20,),(10,),12
(30,),(18,),12
(6,),(17,),12
(17,),(6,),12
(17,),(18,),12
(18,),(17,),12
(4,),(6,),12
(6,),(4,),12
(5,),(18,),12
(13,),(17,),12
(17,),(13,),12
(18,),(5,),12
(7,),(27,),12
(8,),(29,),12
(27,),(36,),12
(27,),(7,),12
(29,),(8,),12
(36,),(27,),12
(21,),(43,),12
(43,),(21,),12
(4,),(18,),12
(18,),(4,),12
(20,),(37,),12
(37,),(20,),12
(18,),(37,),12
(37,),(18,),12
(1,),(13,),12
(13,),(1,),12
(13,),(39,),12
(34,),(40,),12
(39,),(13,),12
(40,),(34,),12
(35,),(44,),12
(44,),(35,),12
(6,),(14,),12
(14,),(6,),12
(14,),(19,),12
(19,),(44,),12
(19,),(14,),12
(44,),(19,),12
(1,),(23,),12
(23,),(1,),12
(27,),(33,),12
(33,),(27,),12
(16,),(43,),12
(43,),(16,),12
(7,),(19,),12
(13,),(26,),12
(19,),(7,),12
(26,),(13,),12
(13,),(38,),12
(38,),(13,),12
(31,),(38,),12
(38,),(31,),12
(3,),(45,),12
(11,),(38,),12
(38,),(11,),12
(38,),(45,),12
(45,),(3,),12
(45,),(38,),12
(8,),(23,),12
(23,),(8,),12
(26,),(36,),12
(26,),(31,),12
(31,),(26,),12
(36,),(26,),12
(18,),(38,),12
(38,),(18,),12
(12,),(44,),12
(15,),(22,),12
(22,),(15,),12
(44,),(12,),12
(3,),(44,),12
(44,),(3,),12
(1,),(21,),12
(21,),(1,),12
(2,),(42,),12
(42,),(2,),12
(14,),(38,),12
(14,),(43,),12
(38,),(14,),12
(43,),(14,),12
(3,),(8,),12
(8,),(3,),12
(2,),(7,),12
(7,),(2,),12
(3,),(10,),12
(10,),(3,),12
(10,),(36,),12
(36,),(10,),12
(15,),(39,),12
(39,),(15,),12
(5,),(22,),12
(22,),(5,),12
(5,),(29,),12
(9,),(12,),12
(12,),(9,),12
(12,),(29,),12
(29,),(5,),12
(29,),(12,),12
(11,),(17,),12
(17,),(11,),12
(17,),(27,),12
(27,),(17,),12
(12,),(43,),12
(18,),(40,),12
(18,),(43,),12
(40,),(18,),12
(43,),(12,),12
(43,),(18,),12
(32,),(34,),12
(34,),(32,),12
(15,),(37,),12
(37,),(15,),12
(29,),(32,),12
(32,),(29,),12
(16,),(34,),12
(16,),(23,),12
(23,),(34,),12
(23,),(45,),12
(23,),(16,),12
(27,),(45,),12
(34,),(16,),12
(34,),(23,),12
(45,),(23,),12
(45,),(27,),12
(1,),(24,),12
(20,),(41,),12
(24,),(1,),12
(41,),(20,),12
(14,),(35,),12
(24,),(35,),12
(35,),(14,),12
(35,),(24,),12
(6,),(22,),12
(22,),(6,),12
(5,),(45,),12
(45,),(5,),12
(31,),(43,),12
(43,),(31,),12
(6,),(20,),12
(20,),(6,),12
(6,),(16,),12
(16,),(6,),12
(35,),(45,),12
(45,),(35,),12
(22,),(40,),12
(40,),(22,),12
(20,),(34,),12
(34,),(20,),12
(1,),(9,),12
(9,),(1,),12
(19,),(41,),12
(41,),(19,),12
(2,),(28,),12
(28,),(2,),12
(10,),(11,),12
(11,),(10,),12
(17,),(28,),12
(28,),(17,),12
(27,),(28,),12
(28,),(27,),12
(43,),(45,),12
(45,),(43,),12
(13,),(27,),12
(27,),(13,),12
(27,),(41,),12
(41,),(27,),12
(4,),(13,),12
(13,),(4,),12
(34,),(35,),12
(35,),(34,),12
(5,),(26,),12
(26,),(5,),12
(29,),(34,),12
(34,),(29,),12
(5,),(21,),12
(21,),(5,),12
(15,),(24,),12
(24,),(15,),12
(23,),(40,),11
(40,),(23,),11
(9,),(21,),11
(13,),(42,),11
(13,),(21,),11
(21,),(9,),11
(21,),(13,),11
(21,),(25,),11
(25,),(21,),11
(42,),(13,),11
(16,),(31,),11
(31,),(16,),11
(16,),(42,),11
(41,),(42,),11
(42,),(41,),11
(42,),(16,),11
(15,),(40,),11
(15,),(27,),11
(27,),(15,),11
(40,),(15,),11
(2,),(40,),11
(25,),(40,),11
(40,),(2,),11
(40,),(25,),11
(34,),(39,),11
(39,),(34,),11
(9,),(33,),11
(33,),(9,),11
(37,),(41,),11
(41,),(37,),11
(11,),(45,),11
(45,),(11,),11
(22,),(42,),11
(25,),(38,),11
(38,),(25,),11
(42,),(22,),11
(31,),(33,),11
(33,),(31,),11
(3,),(30,),11
(16,),(37,),11
(30,),(3,),11
(37,),(16,),11
(6,),(24,),11
(24,),(37,),11
(24,),(6,),11
(37,),(24,),11
(4,),(32,),11
(9,),(17,),11
(17,),(9,),11
(32,),(4,),11
(32,),(37,),11
(37,),(32,),11
(19,),(32,),11
(19,),(35,),11
(32,),(19,),11
(35,),(19,),11
(38,),(43,),11
(39,),(40,),11
(40,),(39,),11
(43,),(38,),11
(18,),(20,),11
(20,),(18,),11
(6,),(32,),11
(31,),(32,),11
(32,),(6,),11
(32,),(31,),11
(18,),(42,),11
(42,),(18,),11
(4,),(21,),11
(21,),(4,),11
(21,),(44,),11
(44,),(21,),11
(7,),(25,),11
(20,),(25,),11
(25,),(7,),11
(25,),(20,),11
(26,),(28,),11
(28,),(37,),11
(28,),(26,),11
(37,),(28,),11
(25,),(35,),11
(35,),(25,),11
(8,),(35,),11
(35,),(8,),11
(6,),(44,),11
(6,),(19,),11
(14,),(44,),11
(14,),(25,),11
(19,),(6,),11
(25,),(14,),11
(44,),(6,),11
(44,),(14,),11
(11,),(43,),11
(43,),(11,),11
(7,),(26,),11
(26,),(7,),11
(20,),(38,),11
(38,),(20,),11
(10,),(35,),11
(35,),(10,),11
(8,),(15,),11
(15,),(8,),11
(17,),(26,),11
(26,),(17,),11
(10,),(38,),11
(38,),(10,),11
(22,),(44,),11
(44,),(22,),11
(33,),(39,),11
(39,),(33,),11
(21,),(37,),11
(37,),(21,),11
(24,),(25,),11
(25,),(24,),11
(8,),(42,),11
(42,),(8,),11
(19,),(38,),11
(38,),(19,),11
(15,),(35,),11
(29,),(35,),11
(35,),(15,),11
(35,),(29,),11
(3,),(36,),11
(3,),(40,),11
(36,),(3,),11
(36,),(38,),11
(38,),(36,),11
(40,),(3,),11
(15,),(18,),11
(18,),(15,),11
(3,),(22,),11
(7,),(22,),11
(17,),(24,),11
(22,),(3,),11
(22,),(7,),11
(24,),(17,),11
(12,),(39,),11
(39,),(12,),11
(5,),(43,),11
(22,),(28,),11
(28,),(22,),11
(43,),(5,),11
(2,),(5,),11
(5,),(32,),11
(5,),(2,),11
(24,),(34,),11
(32,),(5,),11
(34,),(24,),11
(2,),(18,),11
(18,),(2,),11
(10,),(34,),11
(34,),(10,),11
(16,),(45,),11
(45,),(16,),11
(34,),(43,),11
(43,),(34,),11
(29,),(38,),11
(38,),(29,),11
(21,),(24,),11
(24,),(21,),11
(11,),(23,),11
(23,),(11,),11
(1,),(32,),11
(1,),(45,),11
(32,),(1,),11
(45,),(1,),11
(20,),(45,),11
(45,),(20,),11
(1,),(4,),11
(4,),(1,),11
(5,),(36,),11
(36,),(5,),11
(4,),(45,),11
(45,),(4,),11
(11,),(41,),11
(41,),(11,),11
(6,),(11,),11
(11,),(6,),11
(28,),(30,),11
(30,),(28,),11
(34,),(38,),11
(38,),(34,),11
(12,),(36,),11
(36,),(12,),11
(3,),(41,),11
(41,),(3,),11
(28,),(39,),11
(39,),(28,),11
(20,),(39,),11
(39,),(20,),11
(42,),(43,),11
(43,),(42,),11
(11,),(12,),11
(12,),(11,),11
(9,),(27,),11
(27,),(9,),11
(5,),(23,),11
(23,),(5,),11
(5,),(37,),11
(37,),(5,),11
(23,),(39,),11
(39,),(23,),11
(7,),(12,),11
(12,),(7,),11
(12,),(14,),11
(14,),(12,),11
(18,),(27,),11
(27,),(18,),11
(15,),(41,),11
(41,),(15,),11
(27,),(38,),11
(38,),(27,),11
(10,),(23,),10
(23,),(10,),10
(29,),(37,),10
(37,),(29,),10
(21,),(32,),10
(32,),(21,),10
(14,),(42,),10
(30,),(31,),10
(31,),(30,),10
(40,),(42,),10
(42,),(40,),10
(42,),(14,),10
(16,),(24,),10
(24,),(42,),10
(24,),(16,),10
(29,),(41,),10
(41,),(29,),10
(42,),(24,),10
(26,),(42,),10
(42,),(26,),10
(9,),(16,),10
(16,),(9,),10
(25,),(26,),10
(26,),(25,),10
(2,),(39,),10
(4,),(39,),10
(39,),(2,),10
(39,),(4,),10
(30,),(33,),10
(33,),(30,),10
(1,),(7,),10
(7,),(1,),10
(36,),(42,),10
(42,),(36,),10
(22,),(38,),10
(38,),(22,),10
(2,),(6,),10
(6,),(2,),10
(6,),(12,),10
(12,),(6,),10
(16,),(30,),10
(30,),(16,),10
(3,),(35,),10
(12,),(13,),10
(12,),(19,),10
(13,),(35,),10
(13,),(12,),10
(19,),(12,),10
(35,),(3,),10
(35,),(13,),10
(6,),(43,),10
(6,),(30,),10
(30,),(6,),10
(38,),(39,),10
(39,),(38,),10
(43,),(6,),10
(14,),(23,),10
(23,),(14,),10
(6,),(18,),10
(18,),(6,),10
(5,),(8,),10
(8,),(5,),10
(17,),(42,),10
(18,),(33,),10
(33,),(42,),10
(33,),(18,),10
(42,),(33,),10
(42,),(17,),10
(4,),(43,),10
(43,),(4,),10
(43,),(44,),10
(44,),(43,),10
(5,),(7,),10
(7,),(5,),10
(7,),(23,),10
(23,),(7,),10
(23,),(28,),10
(28,),(23,),10
(6,),(25,),10
(25,),(6,),10
(2,),(37,),10
(37,),(2,),10
(23,),(26,),10
(26,),(23,),10
(17,),(43,),10
(43,),(17,),10
(6,),(15,),10
(6,),(21,),10
(15,),(6,),10
(21,),(6,),10
(18,),(19,),10
(19,),(18,),10
(13,),(23,),10
(23,),(13,),10
(17,),(21,),10
(19,),(23,),10
(21,),(17,),10
(21,),(23,),10
(23,),(19,),10
(23,),(21,),10
(35,),(39,),10
(38,),(44,),10
(39,),(35,),10
(44,),(38,),10
(3,),(38,),10
(38,),(3,),10
(1,),(33,),10
(33,),(1,),10
(14,),(17,),10
(17,),(14,),10
(31,),(36,),10
(31,),(45,),10
(36,),(31,),10
(45,),(31,),10
(19,),(40,),10
(40,),(19,),10
(16,),(44,),10
(44,),(16,),10
(4,),(29,),10
(16,),(20,),10
(20,),(16,),10
(29,),(4,),10
(8,),(32,),10
(32,),(8,),10
(40,),(44,),10
(44,),(40,),10
(7,),(10,),10
(10,),(7,),10
(10,),(25,),10
(25,),(10,),10
(29,),(39,),10
(39,),(29,),10
(36,),(40,),10
(40,),(36,),10
(15,),(36,),10
(18,),(36,),10
(36,),(15,),10
(36,),(18,),10
(2,),(24,),10
(7,),(17,),10
(17,),(7,),10
(22,),(24,),10
(24,),(2,),10
(24,),(22,),10
(12,),(26,),10
(26,),(39,),10
(26,),(12,),10
(39,),(26,),10
(5,),(15,),10
(15,),(5,),10
(19,),(22,),10
(22,),(19,),10
(25,),(28,),10
(28,),(25,),10
(5,),(12,),10
(5,),(16,),10
(12,),(5,),10
(12,),(41,),10
(16,),(5,),10
(41,),(12,),10
(5,),(24,),10
(24,),(5,),10
(1,),(25,),10
(25,),(1,),10
(18,),(29,),10
(29,),(18,),10
(10,),(13,),10
(13,),(10,),10
(13,),(29,),10
(29,),(13,),10
(18,),(24,),10
(24,),(18,),10
(23,),(27,),10
(27,),(23,),10
(2,),(41,),10
(12,),(45,),10
(41,),(2,),10
(45,),(12,),10
(4,),(12,),10
(12,),(4,),10
(4,),(28,),10
(26,),(33,),10
(28,),(4,),10
(33,),(26,),10
(21,),(29,),10
(29,),(21,),10
(40,),(45,),10
(45,),(40,),10
(22,),(31,),10
(31,),(22,),10
(5,),(30,),10
(15,),(45,),10
(30,),(5,),10
(45,),(15,),10
(8,),(10,),10
(10,),(8,),10
(22,),(33,),10
(33,),(22,),10
(1,),(6,),10
(6,),(1,),10
(9,),(31,),10
(31,),(9,),10
(20,),(22,),10
(22,),(20,),10
(28,),(36,),10
(33,),(45,),10
(36,),(28,),10
(45,),(33,),10
(28,),(38,),10
(38,),(28,),10
(4,),(42,),10
(42,),(4,),10
(22,),(27,),10
(27,),(22,),10
(30,),(36,),10
(36,),(30,),10
(24,),(45,),10
(45,),(24,),10
(8,),(11,),10
(11,),(8,),10
(3,),(34,),10
(34,),(3,),10
(20,),(31,),10
(31,),(20,),10
(15,),(28,),10
(28,),(15,),10
(12,),(42,),10
(42,),(12,),10
(1,),(19,),10
(19,),(1,),10
(26,),(34,),10
(34,),(26,),10
(41,),(43,),10
(43,),(41,),10
(7,),(34,),10
(34,),(7,),10
(11,),(29,),10
(29,),(11,),10
(9,),(10,),10
(10,),(9,),10
(13,),(22,),10
(22,),(13,),10
(4,),(14,),10
(14,),(4,),10
(12,),(25,),10
(25,),(12,),10
(12,),(21,),10
(21,),(12,),10
(13,),(24,),10
(24,),(13,),10
(16,),(38,),10
(38,),(16,),10
(5,),(35,),10
(35,),(5,),10
(20,),(42,),10
(42,),(20,),10
(8,),(28,),10
(28,),(8,),10
(25,),(27,),10
(27,),(25,),10
(9,),(32,),9
(25,),(42,),9
(32,),(9,),9
(32,),(42,),9
(42,),(32,),9
(42,),(25,),9
(11,),(16,),9
(16,),(11,),9
(30,),(40,),9
